,lead_number,activity_score,profile_score,converted
7304,593392,15.0,16.0,0
7305,593376,14.0,16.0,0
7306,593374,14.0,16.0,1
7307,593369,15.0,17.0,1
7308,593368,11.0,17.0,0
7309,593359,14.0,15.0,0
7310,593352,12.0,15.0,0
7311,593339,16.0,18.0,0
7312,593336,15.0,15.0,0
7313,593325,16.0,16.0,0
7314,593315,14.0,15.0,1
7315,593314,12.0,17.0,0
7316,593309,15.0,20.0,1
7317,593306,13.0,18.0,0
7318,593305,14.0,18.0,0
7319,593297,17.0,15.0,0
7320,593292,15.0,20.0,1
7321,593282,16.0,17.0,0
7322,593260,13.0,18.0,0
7323,593227,14.0,15.0,0
7324,593222,13.0,16.0,1
7325,593220,13.0,15.0,0
7326,593211,14.0,13.0,1
7327,593208,15.0,13.0,1
7328,593206,12.0,17.0,1
7329,593203,14.0,18.0,1
7330,593201,14.0,15.0,0
7331,593169,14.0,17.0,0
7332,593130,16.0,18.0,0
7333,593125,13.0,15.0,0
7334,593124,13.0,15.0,1
7335,593122,13.0,17.0,0
7336,593121,12.0,15.0,1
7337,593119,16.0,15.0,1
7338,593112,14.0,18.0,0
7339,593100,17.0,15.0,0
7340,593095,15.0,15.0,1
7341,593093,17.0,15.0,0
7342,593090,15.0,17.0,1
7343,593086,13.0,17.0,0
7344,593083,14.0,15.0,0
7345,593071,11.0,18.0,0
7346,593069,14.0,15.0,1
7347,593063,14.0,18.0,1
7348,593058,14.0,15.0,0
7349,593057,,,0
7350,593056,13.0,18.0,0
7351,593051,14.0,18.0,0
7352,593049,15.0,15.0,0
7353,593040,17.0,15.0,0
7354,593025,14.0,17.0,0
7355,593019,14.0,15.0,0
7356,593016,14.0,18.0,1
7357,593014,14.0,18.0,0
7358,592991,14.0,15.0,0
7359,592990,13.0,18.0,0
7360,592987,15.0,15.0,0
7361,592984,10.0,15.0,1
7362,592978,13.0,15.0,0
7363,592974,17.0,15.0,0
7364,592959,15.0,15.0,1
7365,592940,16.0,15.0,0
7366,592929,17.0,15.0,0
7367,592928,15.0,15.0,0
7368,592895,17.0,15.0,0
7369,592892,13.0,16.0,0
7370,592888,14.0,18.0,0
7371,592885,13.0,15.0,0
7372,592880,17.0,15.0,0
7373,592869,16.0,13.0,0
7374,592867,15.0,16.0,0
7375,592866,13.0,15.0,0
7376,592857,15.0,18.0,0
7377,592855,14.0,17.0,0
7378,592851,15.0,15.0,0
7379,592835,13.0,16.0,0
7380,592824,17.0,15.0,0
7381,592812,14.0,18.0,0
7382,592807,15.0,14.0,0
7383,592802,15.0,15.0,0
7384,592796,15.0,18.0,0
7385,592792,15.0,18.0,1
7386,592786,15.0,15.0,0
7387,592785,14.0,17.0,1
7388,592783,14.0,17.0,0
7389,592781,13.0,18.0,0
7390,592777,16.0,15.0,0
7391,592773,16.0,14.0,1
7392,592772,,,1
7393,592749,13.0,18.0,0
7394,592745,14.0,16.0,0
7395,592740,16.0,15.0,0
7396,592736,15.0,15.0,1
7397,592734,15.0,15.0,0
7398,592731,17.0,13.0,0
7399,592728,17.0,14.0,0
7400,592726,,,0
7401,592725,13.0,16.0,0
7402,592711,16.0,15.0,0
7403,592704,15.0,15.0,0
7404,592698,15.0,15.0,1
7405,592694,14.0,18.0,0
7406,592692,13.0,15.0,0
7407,592690,16.0,15.0,0
7408,592684,13.0,14.0,1
7409,592683,15.0,17.0,1
7410,592678,17.0,15.0,0
7411,592676,15.0,15.0,0
7412,592667,14.0,18.0,1
7413,592664,16.0,15.0,0
7414,592657,16.0,14.0,0
7415,592654,10.0,19.0,0
7416,592650,17.0,14.0,0
7417,592648,14.0,18.0,0
7418,592638,11.0,18.0,0
7419,592628,15.0,17.0,1
7420,592625,15.0,16.0,1
7421,592608,17.0,18.0,1
7422,592599,11.0,16.0,0
7423,592598,14.0,16.0,1
7424,592597,14.0,16.0,1
7425,592591,17.0,15.0,0
7426,592590,14.0,15.0,0
7427,592589,14.0,19.0,1
7428,592566,17.0,15.0,0
7429,592563,16.0,17.0,0
7430,592556,14.0,18.0,0
7431,592552,12.0,15.0,0
7432,592530,14.0,15.0,1
7433,592525,14.0,16.0,1
7434,592524,16.0,15.0,0
7435,592518,16.0,15.0,1
7436,592511,17.0,15.0,0
7437,592510,17.0,15.0,0
7438,592505,15.0,15.0,1
7439,592500,17.0,16.0,0
7440,592497,17.0,15.0,0
7441,592484,16.0,15.0,1
7442,592449,14.0,15.0,0
7443,592446,17.0,15.0,0
7444,592439,15.0,15.0,0
7445,592438,15.0,15.0,1
7446,592427,14.0,15.0,0
7447,592426,11.0,15.0,0
7448,592425,15.0,15.0,1
7449,592424,15.0,18.0,1
7450,592422,13.0,18.0,1
7451,592418,17.0,15.0,0
7452,592415,16.0,20.0,1
7453,592414,16.0,15.0,1
7454,592413,15.0,14.0,1
7455,592408,15.0,16.0,1
7456,592407,14.0,20.0,1
7457,592406,13.0,15.0,0
7458,592405,15.0,18.0,1
7459,592399,16.0,16.0,0
7460,592393,15.0,15.0,0
7461,592384,14.0,17.0,0
7462,592374,14.0,15.0,0
7463,592372,17.0,15.0,0
7464,592370,14.0,15.0,0
7465,592358,14.0,18.0,0
7466,592354,15.0,16.0,1
7467,592353,14.0,15.0,1
7468,592345,13.0,18.0,0
7469,592343,15.0,18.0,1
7470,592340,13.0,17.0,1
7471,592337,15.0,15.0,1
7472,592334,14.0,17.0,1
7473,592321,13.0,17.0,0
7474,592317,13.0,18.0,0
7475,592316,15.0,14.0,0
7476,592314,14.0,17.0,1
7477,592307,17.0,15.0,0
7478,592306,14.0,15.0,0
7479,592297,11.0,18.0,0
7480,592289,14.0,17.0,1
7481,592244,17.0,15.0,0
7482,592240,14.0,17.0,1
7483,592231,14.0,18.0,0
7484,592219,14.0,18.0,0
7485,592218,16.0,16.0,0
7486,592209,14.0,17.0,1
7487,592208,14.0,18.0,0
7488,592207,17.0,14.0,0
7489,592201,15.0,15.0,1
7490,592198,15.0,20.0,1
7491,592174,17.0,14.0,0
7492,592170,14.0,16.0,1
7493,592165,14.0,15.0,1
7494,592160,14.0,15.0,0
7495,592136,15.0,15.0,1
7496,592130,14.0,19.0,1
7497,592122,14.0,15.0,1
7498,592113,14.0,18.0,1
7499,592101,15.0,15.0,0
7500,592100,12.0,18.0,1
7501,592087,15.0,13.0,1
7502,592040,14.0,18.0,0
7503,592031,15.0,19.0,1
7504,592016,16.0,18.0,0
7505,592015,18.0,15.0,0
7506,592012,14.0,18.0,1
7507,592004,16.0,18.0,0
7508,591990,15.0,15.0,1
7509,591983,16.0,15.0,0
7510,591979,13.0,18.0,0
7511,591978,14.0,18.0,0
7512,591977,15.0,13.0,0
7513,591970,15.0,16.0,0
7514,591968,15.0,15.0,0
7515,591960,14.0,19.0,1
7516,591937,13.0,14.0,1
7517,591933,16.0,15.0,1
7518,591928,15.0,15.0,0
7519,591923,14.0,18.0,0
7520,591909,14.0,18.0,1
7521,591908,16.0,16.0,1
7522,591899,13.0,17.0,0
7523,591894,14.0,15.0,1
7524,591888,14.0,16.0,0
7525,591848,15.0,16.0,1
7526,591837,15.0,20.0,1
7527,591835,14.0,15.0,0
7528,591832,14.0,15.0,0
7529,591831,12.0,15.0,0
7530,591826,13.0,16.0,0
7531,591823,16.0,15.0,0
7532,591818,13.0,18.0,0
7533,591812,14.0,15.0,0
7534,591807,15.0,18.0,0
7535,591805,14.0,18.0,0
7536,591797,14.0,17.0,1
7537,591793,14.0,20.0,1
7538,591788,13.0,16.0,0
7539,591786,15.0,20.0,1
7540,591765,12.0,17.0,0
7541,591762,14.0,16.0,0
7542,591760,16.0,18.0,0
7543,591756,13.0,18.0,0
7544,591747,14.0,15.0,0
7545,591739,14.0,15.0,0
7546,591722,16.0,16.0,1
7547,591718,16.0,11.0,1
7548,591717,15.0,15.0,1
7549,591705,13.0,15.0,0
7550,591703,14.0,15.0,0
7551,591695,16.0,14.0,0
7552,591694,15.0,17.0,1
7553,591689,14.0,15.0,0
7554,591687,12.0,15.0,0
7555,591682,,,0
7556,591675,15.0,18.0,1
7557,591662,11.0,15.0,0
7558,591659,15.0,14.0,0
7559,591657,14.0,16.0,0
7560,591654,16.0,14.0,0
7561,591651,11.0,19.0,0
7562,591648,16.0,15.0,0
7563,591639,15.0,14.0,0
7564,591622,14.0,16.0,0
7565,591620,16.0,17.0,1
7566,591612,14.0,16.0,1
7567,591606,,,0
7568,591605,15.0,16.0,0
7569,591603,13.0,15.0,0
7570,591602,15.0,19.0,1
7571,591598,17.0,18.0,0
7572,591597,17.0,15.0,0
7573,591596,13.0,15.0,0
7574,591572,14.0,18.0,1
7575,591570,17.0,15.0,0
7576,591552,17.0,15.0,0
7577,591549,16.0,15.0,1
7578,591543,12.0,15.0,0
7579,591536,14.0,19.0,1
7580,591535,15.0,18.0,0
7581,591532,15.0,18.0,0
7582,591531,17.0,15.0,0
7583,591530,16.0,15.0,0
7584,591526,16.0,15.0,0
7585,591522,17.0,15.0,0
7586,591521,17.0,15.0,0
7587,591509,14.0,17.0,0
7588,591492,15.0,18.0,1
7589,591485,16.0,18.0,0
7590,591474,17.0,15.0,0
7591,591473,13.0,15.0,0
7592,591471,11.0,16.0,0
7593,591465,16.0,15.0,0
7594,591464,14.0,15.0,0
7595,591462,13.0,15.0,1
7596,591460,15.0,17.0,1
7597,591446,17.0,15.0,0
7598,591443,17.0,15.0,0
7599,591442,17.0,15.0,0
7600,591439,14.0,18.0,0
7601,591435,14.0,16.0,0
7602,591432,17.0,15.0,0
7603,591428,13.0,18.0,0
7604,591425,13.0,17.0,0
7605,591423,16.0,15.0,0
7606,591418,14.0,17.0,1
7607,591417,16.0,13.0,0
7608,591415,14.0,13.0,0
7609,591406,16.0,15.0,0
7610,591399,14.0,17.0,0
7611,591398,14.0,18.0,0
7612,591393,16.0,15.0,0
7613,591390,17.0,18.0,0
7614,591384,13.0,18.0,0
7615,591382,14.0,18.0,0
7616,591380,17.0,15.0,0
7617,591366,17.0,15.0,0
7618,591360,17.0,15.0,0
7619,591354,17.0,15.0,0
7620,591346,14.0,18.0,1
7621,591340,17.0,15.0,0
7622,591333,13.0,15.0,0
7623,591325,17.0,15.0,0
7624,591323,16.0,15.0,0
7625,591317,15.0,17.0,0
7626,591315,13.0,18.0,0
7627,591313,15.0,20.0,1
7628,591301,16.0,15.0,0
7629,591282,16.0,15.0,0
7630,591263,14.0,15.0,0
7631,591261,15.0,16.0,1
7632,591233,14.0,15.0,0
7633,591226,15.0,14.0,1
7634,591225,15.0,15.0,0
7635,591219,15.0,14.0,0
7636,591215,15.0,18.0,1
7637,591204,13.0,18.0,0
7638,591202,13.0,17.0,0
7639,591199,16.0,18.0,0
7640,591197,14.0,18.0,0
7641,591161,14.0,20.0,1
7642,591160,13.0,15.0,0
7643,591151,16.0,13.0,0
7644,591148,15.0,16.0,1
7645,591141,17.0,15.0,0
7646,591132,14.0,17.0,0
7647,591122,12.0,18.0,0
7648,591120,16.0,18.0,0
7649,591116,,,0
7650,591109,15.0,18.0,1
7651,591108,11.0,15.0,0
7652,591106,16.0,17.0,1
7653,591098,15.0,13.0,1
7654,591094,14.0,16.0,0
7655,591077,17.0,15.0,0
7656,591076,15.0,18.0,0
7657,591072,13.0,18.0,0
7658,591071,14.0,16.0,1
7659,591065,16.0,15.0,0
7660,591057,16.0,15.0,0
7661,591050,15.0,15.0,0
7662,591037,16.0,15.0,0
7663,591031,17.0,15.0,0
7664,591029,15.0,15.0,1
7665,591022,17.0,15.0,0
7666,591013,12.0,18.0,0
7667,590993,17.0,15.0,0
7668,590977,16.0,15.0,0
7669,590971,17.0,15.0,0
7670,590969,16.0,18.0,0
7671,590954,17.0,15.0,0
7672,590951,13.0,18.0,1
7673,590945,14.0,17.0,0
7674,590944,14.0,18.0,1
7675,590935,15.0,18.0,0
7676,590929,12.0,15.0,0
7677,590924,16.0,15.0,0
7678,590922,17.0,15.0,0
7679,590921,17.0,15.0,0
7680,590918,14.0,15.0,0
7681,590917,15.0,17.0,0
7682,590914,14.0,17.0,1
7683,590900,15.0,14.0,1
7684,590882,17.0,15.0,0
7685,590880,16.0,16.0,1
7686,590849,14.0,15.0,1
7687,590847,14.0,14.0,0
7688,590845,15.0,18.0,1
7689,590832,13.0,19.0,1
7690,590830,15.0,19.0,1
7691,590817,14.0,17.0,1
7692,590805,15.0,15.0,1
7693,590804,13.0,18.0,0
7694,590799,16.0,15.0,0
7695,590794,14.0,15.0,0
7696,590782,15.0,20.0,1
7697,590780,14.0,18.0,1
7698,590775,14.0,18.0,0
7699,590757,14.0,18.0,1
7700,590747,13.0,17.0,0
7701,590742,17.0,14.0,0
7702,590739,11.0,15.0,0
7703,590733,14.0,17.0,0
7704,590729,10.0,15.0,0
7705,590717,13.0,15.0,0
7706,590716,16.0,18.0,1
7707,590711,14.0,15.0,1
7708,590705,13.0,18.0,0
7709,590700,16.0,17.0,0
7710,590690,14.0,15.0,0
7711,590689,14.0,18.0,0
7712,590686,16.0,15.0,1
7713,590682,13.0,18.0,0
7714,590676,16.0,15.0,0
7715,590673,17.0,15.0,0
7716,590668,15.0,15.0,1
7717,590656,16.0,15.0,1
7718,590626,13.0,15.0,0
7719,590623,14.0,18.0,1
7720,590620,11.0,15.0,0
7721,590614,14.0,15.0,0
7722,590608,15.0,13.0,1
7723,590607,14.0,18.0,0
7724,590600,,,0
7725,590596,14.0,15.0,1
7726,590595,10.0,15.0,0
7727,590592,15.0,14.0,0
7728,590588,17.0,15.0,0
7729,590582,17.0,15.0,0
7730,590580,17.0,15.0,0
7731,590578,17.0,15.0,0
7732,590559,16.0,15.0,0
7733,590549,16.0,13.0,1
7734,590545,13.0,15.0,0
7735,590543,16.0,17.0,0
7736,590527,15.0,13.0,1
7737,590526,13.0,15.0,0
7738,590521,15.0,15.0,1
7739,590504,17.0,15.0,0
7740,590478,16.0,17.0,0
7741,590474,15.0,18.0,0
7742,590469,15.0,15.0,1
7743,590460,12.0,15.0,0
7744,590425,12.0,17.0,0
7745,590421,13.0,17.0,0
7746,590417,13.0,14.0,0
7747,590414,11.0,18.0,0
7748,590404,13.0,16.0,0
7749,590389,14.0,18.0,0
7750,590388,13.0,17.0,1
7751,590371,15.0,18.0,0
7752,590360,14.0,15.0,1
7753,590359,14.0,19.0,1
7754,590357,14.0,17.0,0
7755,590347,15.0,14.0,0
7756,590341,13.0,18.0,0
7757,590337,16.0,18.0,0
7758,590326,14.0,15.0,0
7759,590318,14.0,15.0,0
7760,590313,15.0,18.0,1
7761,590308,12.0,18.0,0
7762,590304,13.0,17.0,0
7763,590302,16.0,15.0,1
7764,590298,14.0,17.0,1
7765,590295,13.0,17.0,0
7766,590281,16.0,15.0,1
7767,590263,14.0,18.0,1
7768,590261,10.0,15.0,0
7769,590250,14.0,15.0,1
7770,590247,15.0,18.0,0
7771,590239,14.0,18.0,0
7772,590238,15.0,19.0,1
7773,590222,16.0,18.0,1
7774,590200,15.0,17.0,1
7775,590195,17.0,14.0,0
7776,590182,17.0,18.0,0
7777,590176,17.0,14.0,0
7778,590171,14.0,18.0,0
7779,590168,14.0,15.0,0
7780,590167,16.0,16.0,1
7781,590156,13.0,18.0,0
7782,590154,14.0,18.0,0
7783,590153,10.0,18.0,0
7784,590140,14.0,15.0,1
7785,590134,15.0,15.0,1
7786,590119,14.0,16.0,0
7787,590115,12.0,17.0,0
7788,590108,15.0,17.0,0
7789,590107,16.0,18.0,1
7790,590099,11.0,18.0,0
7791,590095,15.0,15.0,1
7792,590089,17.0,15.0,0
7793,590082,15.0,15.0,1
7794,590078,15.0,17.0,1
7795,590066,15.0,15.0,1
7796,590065,12.0,17.0,0
7797,590061,17.0,14.0,0
7798,590059,14.0,18.0,0
7799,590049,15.0,18.0,0
7800,590031,15.0,16.0,0
7801,590004,16.0,14.0,0
7802,590001,15.0,15.0,0
7803,589996,16.0,16.0,0
7804,589992,14.0,18.0,0
7805,589957,14.0,18.0,1
7806,589955,14.0,16.0,0
7807,589943,12.0,15.0,0
7808,589941,14.0,17.0,0
7809,589932,14.0,15.0,0
7810,589914,17.0,15.0,0
7811,589885,13.0,17.0,0
7812,589874,14.0,15.0,1
7813,589866,9.0,17.0,0
7814,589858,14.0,18.0,1
7815,589850,14.0,16.0,0
7816,589847,15.0,18.0,0
7817,589846,14.0,18.0,1
7818,589845,12.0,15.0,1
7819,589816,15.0,15.0,0
7820,589807,14.0,14.0,1
7821,589803,14.0,18.0,0
7822,589802,14.0,15.0,0
7823,589789,16.0,17.0,1
7824,589781,16.0,18.0,0
7825,589766,14.0,18.0,0
7826,589758,15.0,18.0,0
7827,589754,13.0,16.0,0
7828,589739,14.0,16.0,1
7829,589735,15.0,18.0,1
7830,589732,13.0,16.0,0
7831,589731,13.0,18.0,0
7832,589730,14.0,19.0,1
7833,589724,15.0,16.0,1
7834,589704,13.0,16.0,0
7835,589699,11.0,15.0,0
7836,589696,16.0,18.0,1
7837,589672,16.0,18.0,1
7838,589663,13.0,16.0,0
7839,589656,16.0,18.0,0
7840,589653,16.0,18.0,1
7841,589639,13.0,17.0,0
7842,589632,14.0,18.0,0
7843,589611,14.0,15.0,0
7844,589598,16.0,13.0,0
7845,589595,15.0,18.0,1
7846,589594,16.0,17.0,1
7847,589591,13.0,16.0,0
7848,589584,14.0,17.0,1
7849,589580,15.0,18.0,1
7850,589573,13.0,18.0,0
7851,589558,14.0,18.0,1
7852,589546,16.0,15.0,1
7853,589544,15.0,17.0,1
7854,589539,17.0,15.0,0
7855,589528,16.0,15.0,0
7856,589518,,,1
7857,589512,14.0,16.0,1
7858,589511,14.0,16.0,1
7859,589488,15.0,17.0,1
7860,589478,13.0,15.0,0
7861,589476,14.0,18.0,0
7862,589466,,,0
7863,589462,14.0,15.0,1
7864,589457,16.0,18.0,0
7865,589453,10.0,18.0,0
7866,589450,15.0,17.0,0
7867,589447,14.0,15.0,0
7868,589441,14.0,18.0,0
7869,589439,14.0,18.0,1
7870,589437,15.0,18.0,0
7871,589435,13.0,16.0,0
7872,589424,15.0,11.0,1
7873,589422,17.0,15.0,0
7874,589413,16.0,15.0,0
7875,589404,17.0,15.0,0
7876,589402,16.0,15.0,1
7877,589398,14.0,15.0,1
7878,589395,14.0,17.0,0
7879,589390,15.0,15.0,0
7880,589387,12.0,18.0,0
7881,589377,17.0,15.0,0
7882,589356,14.0,16.0,0
7883,589355,15.0,15.0,1
7884,589352,14.0,15.0,0
7885,589351,14.0,17.0,1
7886,589346,17.0,18.0,0
7887,589340,16.0,17.0,1
7888,589334,15.0,20.0,1
7889,589314,14.0,15.0,0
7890,589313,14.0,14.0,0
7891,589309,15.0,15.0,1
7892,589308,14.0,15.0,0
7893,589305,14.0,20.0,1
7894,589299,12.0,15.0,0
7895,589296,13.0,16.0,1
7896,589287,14.0,17.0,0
7897,589266,16.0,18.0,1
7898,589246,14.0,16.0,0
7899,589238,16.0,15.0,1
7900,589233,15.0,20.0,1
7901,589227,15.0,18.0,0
7902,589223,14.0,18.0,1
7903,589220,17.0,15.0,0
7904,589194,15.0,18.0,0
7905,589192,15.0,18.0,0
7906,589162,14.0,17.0,0
7907,589157,15.0,17.0,1
7908,589150,17.0,15.0,0
7909,589146,16.0,11.0,1
7910,589142,14.0,18.0,1
7911,589123,16.0,14.0,1
7912,589116,15.0,19.0,1
7913,589114,13.0,18.0,0
7914,589085,16.0,18.0,1
7915,589083,15.0,15.0,1
7916,589077,15.0,18.0,0
7917,589061,13.0,15.0,0
7918,589049,,,0
7919,589048,15.0,14.0,1
7920,589047,14.0,16.0,0
7921,589040,16.0,18.0,0
7922,589038,17.0,15.0,0
7923,589033,14.0,18.0,0
7924,589021,17.0,15.0,0
7925,589010,14.0,17.0,0
7926,589007,13.0,15.0,0
7927,589006,14.0,17.0,1
7928,589001,13.0,14.0,0
7929,588995,14.0,17.0,1
7930,588994,,,0
7931,588993,14.0,20.0,1
7932,588992,12.0,15.0,0
7933,588990,17.0,15.0,0
7934,588963,13.0,18.0,0
7935,588939,14.0,16.0,0
7936,588935,16.0,15.0,0
7937,588932,16.0,15.0,1
7938,588921,14.0,15.0,0
7939,588912,17.0,15.0,0
7940,588908,14.0,18.0,0
7941,588899,15.0,17.0,1
7942,588886,11.0,18.0,0
7943,588884,17.0,15.0,0
7944,588879,13.0,18.0,0
7945,588877,15.0,18.0,1
7946,588876,11.0,14.0,0
7947,588873,14.0,18.0,1
7948,588870,15.0,17.0,0
7949,588865,14.0,18.0,1
7950,588860,11.0,17.0,0
7951,588857,11.0,15.0,0
7952,588850,16.0,20.0,1
7953,588844,16.0,17.0,1
7954,588843,14.0,15.0,0
7955,588838,14.0,15.0,0
7956,588834,14.0,15.0,0
7957,588832,14.0,15.0,0
7958,588820,15.0,15.0,0
7959,588806,14.0,18.0,1
7960,588802,14.0,20.0,1
7961,588797,14.0,18.0,0
7962,588794,14.0,15.0,0
7963,588783,15.0,20.0,1
7964,588778,14.0,18.0,0
7965,588779,14.0,15.0,0
7966,588753,15.0,17.0,1
7967,588751,15.0,17.0,1
7968,588746,17.0,15.0,0
7969,588740,17.0,15.0,0
7970,588721,15.0,15.0,1
7971,588718,13.0,17.0,0
7972,588715,15.0,14.0,0
7973,588711,16.0,18.0,0
7974,588705,17.0,15.0,0
7975,588696,14.0,15.0,0
7976,588691,15.0,16.0,0
7977,588689,14.0,15.0,1
7978,588682,15.0,15.0,1
7979,588677,14.0,15.0,1
7980,588664,15.0,17.0,0
7981,588662,16.0,16.0,1
7982,588657,14.0,16.0,1
7983,588646,17.0,15.0,0
7984,588641,14.0,16.0,1
7985,588636,15.0,15.0,0
7986,588631,14.0,15.0,0
7987,588625,14.0,17.0,1
7988,588619,16.0,15.0,0
7989,588618,15.0,18.0,1
7990,588606,17.0,15.0,0
7991,588605,15.0,18.0,0
7992,588601,13.0,18.0,0
7993,588589,14.0,20.0,1
7994,588573,14.0,18.0,1
7995,588569,15.0,15.0,0
7996,588567,14.0,18.0,1
7997,588564,13.0,18.0,0
7998,588554,10.0,15.0,0
7999,588553,16.0,16.0,0
8000,588546,10.0,18.0,0
8001,588534,16.0,17.0,0
8002,588519,14.0,18.0,1
8003,588514,12.0,15.0,0
8004,588500,15.0,14.0,0
8005,588485,16.0,14.0,0
8006,588479,15.0,12.0,0
8007,588474,14.0,18.0,0
8008,588458,15.0,14.0,1
8009,588449,15.0,16.0,0
8010,588437,16.0,17.0,0
8011,588435,15.0,15.0,0
8012,588401,15.0,18.0,0
8013,588395,14.0,18.0,0
8014,588391,14.0,15.0,0
8015,588381,14.0,18.0,0
8016,588369,15.0,18.0,0
8017,588327,14.0,14.0,0
8018,588319,17.0,15.0,0
8019,588317,13.0,18.0,0
8020,588310,11.0,15.0,0
8021,588291,15.0,17.0,1
8022,588279,14.0,18.0,0
8023,588271,15.0,15.0,1
8024,588264,13.0,15.0,1
8025,588255,,,1
8026,588240,17.0,15.0,0
8027,588238,16.0,15.0,1
8028,588222,14.0,17.0,1
8029,588212,14.0,16.0,0
8030,588209,15.0,18.0,1
8031,588203,13.0,16.0,0
8032,588197,15.0,15.0,1
8033,588195,16.0,17.0,0
8034,588188,16.0,17.0,1
8035,588185,16.0,15.0,1
8036,588182,17.0,15.0,0
8037,588179,15.0,16.0,0
8038,588170,15.0,18.0,1
8039,588165,15.0,15.0,1
8040,588160,13.0,15.0,0
8041,588159,17.0,15.0,0
8042,588158,13.0,19.0,0
8043,588144,15.0,15.0,1
8044,588143,14.0,19.0,1
8045,588140,12.0,18.0,0
8046,588139,10.0,18.0,0
8047,588132,14.0,18.0,1
8048,588131,14.0,19.0,1
8049,588126,13.0,15.0,0
8050,588124,15.0,17.0,1
8051,588115,15.0,15.0,0
8052,588111,15.0,19.0,1
8053,588107,15.0,20.0,1
8054,588106,13.0,19.0,0
8055,588104,14.0,19.0,1
8056,588102,14.0,19.0,1
8057,588097,13.0,19.0,0
8058,588096,13.0,17.0,0
8059,588094,15.0,19.0,1
8060,588093,14.0,19.0,1
8061,588088,15.0,19.0,1
8062,588076,14.0,19.0,0
8063,588075,14.0,19.0,1
8064,588073,13.0,15.0,0
8065,588070,14.0,19.0,1
8066,588069,14.0,18.0,0
8067,588065,15.0,15.0,1
8068,588064,14.0,19.0,1
8069,588061,13.0,19.0,0
8070,588058,14.0,19.0,1
8071,588051,14.0,19.0,1
8072,588048,14.0,19.0,1
8073,588040,14.0,18.0,1
8074,588037,14.0,19.0,1
8075,588035,14.0,16.0,1
8076,588029,15.0,19.0,0
8077,588025,14.0,18.0,1
8078,588024,14.0,15.0,1
8079,588021,14.0,19.0,1
8080,588019,15.0,19.0,1
8081,588013,14.0,19.0,1
8082,588011,14.0,19.0,1
8083,588009,15.0,19.0,1
8084,588008,9.0,16.0,0
8085,588007,14.0,19.0,1
8086,588006,14.0,19.0,1
8087,588005,14.0,19.0,1
8088,588003,14.0,18.0,1
8089,588001,14.0,19.0,1
8090,588000,14.0,18.0,1
8091,587996,15.0,16.0,0
8092,587995,14.0,16.0,1
8093,587991,14.0,15.0,1
8094,587986,14.0,15.0,1
8095,587985,14.0,16.0,0
8096,587979,13.0,18.0,1
8097,587973,13.0,18.0,0
8098,587970,14.0,18.0,1
8099,587968,14.0,18.0,1
8100,587955,15.0,15.0,1
8101,587953,14.0,19.0,1
8102,587950,13.0,15.0,0
8103,587944,14.0,17.0,1
8104,587940,14.0,19.0,1
8105,587928,14.0,15.0,0
8106,587918,14.0,19.0,1
8107,587916,14.0,19.0,1
8108,587910,14.0,19.0,1
8109,587907,17.0,15.0,0
8110,587905,14.0,19.0,1
8111,587903,15.0,17.0,1
8112,587894,14.0,19.0,1
8113,587890,14.0,19.0,1
8114,587889,14.0,16.0,0
8115,587887,14.0,19.0,1
8116,587886,13.0,18.0,0
8117,587883,14.0,19.0,1
8118,587880,14.0,17.0,1
8119,587876,14.0,18.0,0
8120,587853,16.0,17.0,1
8121,587836,14.0,15.0,0
8122,587827,14.0,13.0,0
8123,587808,16.0,15.0,1
8124,587803,13.0,14.0,0
8125,587802,15.0,16.0,0
8126,587795,15.0,15.0,0
8127,587786,14.0,15.0,0
8128,587781,14.0,15.0,0
8129,587777,,,0
8130,587760,14.0,17.0,1
8131,587753,12.0,18.0,0
8132,587752,10.0,17.0,0
8133,587719,14.0,16.0,0
8134,587710,14.0,18.0,0
8135,587703,13.0,16.0,0
8136,587702,13.0,15.0,0
8137,587699,14.0,17.0,0
8138,587683,14.0,12.0,0
8139,587671,14.0,15.0,0
8140,587667,16.0,18.0,0
8141,587649,15.0,15.0,0
8142,587640,12.0,16.0,0
8143,587629,13.0,18.0,0
8144,587616,14.0,16.0,1
8145,587596,13.0,17.0,0
8146,587586,16.0,18.0,1
8147,587577,14.0,18.0,0
8148,587569,16.0,17.0,0
8149,587564,15.0,15.0,0
8150,587560,15.0,15.0,1
8151,587559,14.0,18.0,0
8152,587543,13.0,18.0,0
8153,587535,16.0,15.0,0
8154,587534,16.0,18.0,0
8155,587530,12.0,14.0,0
8156,587520,10.0,18.0,0
8157,587507,15.0,15.0,0
8158,587500,15.0,15.0,1
8159,587499,15.0,18.0,0
8160,587496,14.0,18.0,0
8161,587495,13.0,17.0,1
8162,587487,17.0,15.0,0
8163,587486,13.0,17.0,0
8164,587484,14.0,19.0,1
8165,587481,17.0,15.0,0
8166,587477,11.0,15.0,0
8167,587476,17.0,15.0,0
8168,587472,16.0,13.0,0
8169,587471,13.0,16.0,0
8170,587458,11.0,18.0,0
8171,587430,16.0,15.0,1
8172,587422,14.0,17.0,0
8173,587418,14.0,20.0,1
8174,587414,14.0,17.0,0
8175,587412,14.0,15.0,1
8176,587409,15.0,15.0,0
8177,587404,15.0,18.0,1
8178,587403,15.0,18.0,0
8179,587396,15.0,18.0,0
8180,587395,14.0,17.0,0
8181,587392,14.0,17.0,0
