,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,matters_most,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,last_notable
7857,589512,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,0,SMS Sent
7858,589511,API,Google,0,1,11.0,126,1.22,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Unknown,Mumbai,2,2,0,SMS Sent
7859,589488,Landing Page Submission,Google,0,1,2.0,1044,2.0,SMS Sent,India,Media and Advertising,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,0,SMS Sent
7860,589478,Landing Page Submission,Direct Traffic,0,0,10.0,1643,3.33,Email Opened,India,Healthcare Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
7861,589476,Landing Page Submission,Direct Traffic,0,0,4.0,138,4.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,1,SMS Sent
7862,589466,Landing Page Submission,Google,0,0,17.0,340,3.38,Email Opened,India,Hospitality Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
7863,589462,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
7864,589457,Landing Page Submission,Direct Traffic,0,0,3.0,26,3.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Student,Better Career Prospects,0,0,Worst,Student of SomeSchool,Mumbai,3,3,1,Modified
7865,589453,Landing Page Submission,Google,0,0,9.0,283,9.0,Email Opened,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,1,3,1,Email Opened
7866,589450,Landing Page Submission,Organic Search,0,0,4.0,301,4.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
7867,589447,Landing Page Submission,Direct Traffic,0,0,1.0,100,1.0,Converted to Lead,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
7868,589441,Landing Page Submission,Google,0,0,5.0,24,5.0,Email Opened,India,Marketing Management,Advertisements,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,0,Email Opened
7869,589439,Landing Page Submission,Direct Traffic,0,1,4.0,1319,4.0,Email Opened,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
7870,589437,Landing Page Submission,Google,0,0,6.0,234,6.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
7871,589435,Landing Page Submission,Google,1,0,10.0,271,5.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
7872,589424,API,Organic Search,0,1,5.0,930,5.0,Page Visited on Website,India,Rural and Agribusiness,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,1,0,Page Visited on Website
7873,589422,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
7874,589413,API,Google,0,0,5.0,526,1.67,Page Visited on Website,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Page Visited on Website
7875,589404,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
7876,589402,API,Google,0,1,2.0,1020,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,SMS Sent
7877,589398,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
7878,589395,Landing Page Submission,Direct Traffic,0,0,2.0,1087,2.0,Email Opened,United States,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,Email Opened
7879,589390,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
7880,589387,Landing Page Submission,Google,0,0,3.0,201,3.0,SMS Sent,India,Operations Management,Online Search,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,1,3,0,SMS Sent
7881,589377,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7882,589356,Landing Page Submission,Direct Traffic,1,0,4.0,937,4.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Other Cities,2,2,1,Email Bounced
7883,589355,API,Google,0,1,2.0,700,2.0,Had a Phone Conversation,India,Unknown,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Had a Phone Conversation
7884,589352,API,Google,0,0,2.0,129,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,SMS Sent
7885,589351,Lead Add Form,Reference,1,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
7886,589346,Landing Page Submission,Organic Search,0,0,3.0,452,3.0,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,3,3,1,Modified
7887,589340,Landing Page Submission,Organic Search,0,1,5.0,1223,5.0,Approached upfront,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Unknown,Thane & Outskirts,3,2,1,Modified
7888,589334,Landing Page Submission,Google,0,1,4.0,1194,4.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
7889,589314,API,Organic Search,0,0,2.0,513,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,SMS Sent
7890,589313,Landing Page Submission,Direct Traffic,1,0,2.0,28,2.0,Email Link Clicked,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Thane & Outskirts,2,1,1,Modified
7891,589309,API,Google,0,1,4.0,1055,4.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,Modified
7892,589308,API,Google,0,0,3.0,56,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,SMS Sent
7893,589305,Landing Page Submission,Google,0,1,17.0,1845,2.71,Email Opened,India,Marketing Management,Online Search,Working Professional,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Email Opened
7894,589299,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,1,2,0,Modified
7895,589296,Landing Page Submission,Direct Traffic,0,1,2.0,1110,2.0,Form Submitted on Website,India,Operations Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Modified
7896,589287,Landing Page Submission,Direct Traffic,0,0,2.0,1198,2.0,Page Visited on Website,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities of Maharashtra,2,2,1,Modified
7897,589266,Landing Page Submission,Organic Search,0,1,9.0,232,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Unknown,3,3,0,SMS Sent
7898,589246,Landing Page Submission,Direct Traffic,0,0,3.0,27,3.0,Email Opened,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Other Cities,2,2,1,Email Opened
7899,589238,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,SMS Sent
7900,589233,Landing Page Submission,Organic Search,0,1,3.0,301,3.0,Page Visited on Website,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Mumbai,2,3,1,Page Visited on Website
7901,589227,Landing Page Submission,Google,0,0,3.0,640,3.0,Email Opened,India,"Banking, Investment And Insurance",Word Of Mouth,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Modified
7902,589223,Landing Page Submission,Direct Traffic,0,1,3.0,1053,3.0,Email Opened,India,Operations Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,1,Email Opened
7903,589220,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7904,589194,Landing Page Submission,Google,1,0,2.0,265,2.0,Email Bounced,India,Finance Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
7905,589192,Landing Page Submission,Organic Search,0,0,8.0,1851,8.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Other Leads,Mumbai,2,3,1,SMS Sent
7906,589162,Landing Page Submission,Google,0,0,3.0,239,3.0,Email Opened,India,Media and Advertising,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Mumbai,2,2,1,Email Opened
7907,589157,Landing Page Submission,Direct Traffic,0,1,3.0,866,3.0,SMS Sent,India,Supply Chain Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,SMS Sent
7908,589150,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,Email Bounced
7909,589146,API,Organic Search,1,1,13.0,1334,6.5,SMS Sent,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Metro Cities,3,1,1,SMS Sent
7910,589142,Landing Page Submission,Direct Traffic,0,1,3.0,1679,1.5,Form Submitted on Website,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,1,Modified
7911,589123,Landing Page Submission,Organic Search,0,1,12.0,796,6.0,Email Opened,India,Rural and Agribusiness,Unknown,Student,Better Career Prospects,0,0,Low in Relevance,Unknown,Thane & Outskirts,3,1,0,Email Opened
7912,589116,Landing Page Submission,Google,0,1,3.0,35,3.0,Email Opened,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,3,0,Email Opened
7913,589114,Landing Page Submission,Direct Traffic,0,0,3.0,55,3.0,SMS Sent,United States,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,0,SMS Sent
7914,589085,Landing Page Submission,Direct Traffic,1,1,4.0,279,4.0,Unsubscribed,India,Business Administration,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,1,Unsubscribed
7915,589083,Landing Page Submission,Direct Traffic,0,1,3.0,1517,3.0,Email Opened,India,Services Excellence,Unknown,Working Professional,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
7916,589077,Landing Page Submission,Direct Traffic,1,0,2.0,85,2.0,Email Bounced,India,"Banking, Investment And Insurance",Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,0,Email Bounced
7917,589061,Landing Page Submission,Direct Traffic,0,0,2.0,1326,2.0,Email Opened,India,E-COMMERCE,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
7918,589049,Landing Page Submission,Organic Search,1,0,4.0,1377,2.0,Email Bounced,India,Travel and Tourism,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Tier II Cities,2,2,1,Modified
7919,589048,Landing Page Submission,Organic Search,0,1,5.0,740,5.0,SMS Sent,India,Rural and Agribusiness,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,1,0,SMS Sent
7920,589047,Landing Page Submission,Direct Traffic,0,0,4.0,197,4.0,Email Opened,India,Supply Chain Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,Email Opened
7921,589040,Landing Page Submission,Direct Traffic,0,0,3.0,477,3.0,Email Link Clicked,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,3,3,1,Email Link Clicked
7922,589038,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Bounced
7923,589033,Landing Page Submission,Direct Traffic,0,0,1.0,858,1.0,Converted to Lead,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
7924,589021,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7925,589010,Landing Page Submission,Organic Search,0,0,7.0,1202,7.0,SMS Sent,India,Business Administration,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,SMS Sent
7926,589007,API,Direct Traffic,0,0,4.0,233,1.33,Olark Chat Conversation,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
7927,589006,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Student of SomeSchool,Tier II Cities,2,2,0,Email Opened
7928,589001,Landing Page Submission,Google,0,0,4.0,396,4.0,SMS Sent,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,1,0,SMS Sent
7929,588995,Landing Page Submission,Direct Traffic,0,1,2.0,660,2.0,Email Opened,India,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Other Leads,Other Cities of Maharashtra,2,2,1,Modified
7930,588994,Landing Page Submission,Google,0,0,7.0,1602,1.4,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
7931,588993,Landing Page Submission,Direct Traffic,0,1,2.0,1802,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,1,SMS Sent
7932,588992,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,1,2,0,Modified
7933,588990,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
7934,588963,Landing Page Submission,Direct Traffic,1,0,4.0,499,4.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,1,SMS Sent
7935,588939,Landing Page Submission,Direct Traffic,1,0,2.0,929,2.0,Email Bounced,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Modified
7936,588935,API,Google,0,0,2.0,74,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7937,588932,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7938,588921,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,SMS Sent
7939,588912,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
7940,588908,Landing Page Submission,Direct Traffic,0,0,7.0,236,7.0,Email Opened,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
7941,588899,Landing Page Submission,Direct Traffic,0,1,2.0,682,2.0,SMS Sent,India,Operations Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Tier II Cities,2,2,0,SMS Sent
7942,588886,Landing Page Submission,Direct Traffic,0,0,1.0,375,1.0,Converted to Lead,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,1,3,1,Modified
7943,588884,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
7944,588879,Landing Page Submission,Direct Traffic,1,0,3.0,60,3.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,1,SMS Sent
7945,588877,Landing Page Submission,Direct Traffic,0,1,2.0,287,2.0,Email Opened,India,Retail Management,Online Search,Unemployed,Better Career Prospects,0,0,High in Relevance,Unknown,Mumbai,2,3,0,Email Opened
7946,588876,API,Google,1,0,2.0,154,2.0,Email Bounced,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Unknown,1,1,0,Email Bounced
7947,588873,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Other Leads,Mumbai,2,3,0,Email Opened
7948,588870,Landing Page Submission,Direct Traffic,1,0,1.0,303,1.0,Email Bounced,India,Media and Advertising,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Mumbai,2,2,0,Email Bounced
7949,588865,Landing Page Submission,Direct Traffic,0,1,3.0,1529,3.0,SMS Sent,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
7950,588860,Landing Page Submission,Google,0,0,4.0,75,4.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,1,2,0,Email Opened
7951,588857,API,Google,0,0,2.0,660,2.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,1,2,0,Modified
7952,588850,Landing Page Submission,Google,0,1,5.0,1694,5.0,Email Opened,India,Marketing Management,Email,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,3,3,0,Email Opened
7953,588844,Landing Page Submission,Direct Traffic,0,1,4.0,812,4.0,SMS Sent,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities of Maharashtra,3,2,1,SMS Sent
7954,588843,API,Google,1,0,3.0,138,3.0,Email Bounced,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Bounced
7955,588838,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
7956,588834,API,Olark Chat,0,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Link Clicked
7957,588832,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Unknown,Unknown,2,2,0,Modified
7958,588820,API,Olark Chat,1,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Olark Chat Conversation
7959,588806,Landing Page Submission,Google,0,1,6.0,761,3.0,Email Received,India,Human Resource Management,Social Media,Working Professional,Better Career Prospects,0,0,High in Relevance,Unknown,Mumbai,2,3,0,Email Received
7960,588802,Landing Page Submission,Direct Traffic,0,1,2.0,899,2.0,Email Opened,India,Operations Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Mumbai,2,3,1,Email Opened
7961,588797,Landing Page Submission,Direct Traffic,0,0,5.0,582,2.5,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
7962,588794,Landing Page Submission,Google,0,0,3.0,1286,1.5,SMS Sent,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,SMS Sent
7963,588783,Landing Page Submission,Direct Traffic,0,1,10.0,1851,2.5,SMS Sent,India,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Mumbai,2,3,1,Modified
7964,588778,Landing Page Submission,Organic Search,0,0,2.0,1225,2.0,Converted to Lead,India,Finance Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Modified
7965,588779,Landing Page Submission,Direct Traffic,0,0,8.0,50,2.67,SMS Sent,India,Services Excellence,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
7966,588753,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Unknown,Unknown,2,2,0,Modified
7967,588751,Landing Page Submission,Direct Traffic,0,1,3.0,1317,3.0,Email Opened,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,1,Email Opened
7968,588746,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Modified
7969,588740,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
7970,588721,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,0,Email Opened
7971,588718,Landing Page Submission,Google,1,0,4.0,252,4.0,SMS Sent,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,0,SMS Sent
7972,588715,Landing Page Submission,Direct Traffic,1,0,1.0,144,1.0,Email Bounced,India,IT Projects Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,1,1,Modified
7973,588711,Landing Page Submission,Direct Traffic,0,0,1.0,9,1.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,3,3,1,Modified
7974,588705,API,Olark Chat,1,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
7975,588696,API,Google,0,0,1.0,2059,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
7976,588691,Landing Page Submission,Direct Traffic,1,0,1.0,485,1.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Modified
7977,588689,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
7978,588682,API,Organic Search,0,1,7.0,987,1.17,SMS Sent,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,2,0,SMS Sent
7979,588677,API,Organic Search,0,1,3.0,1025,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
7980,588664,Landing Page Submission,Google,0,0,4.0,482,4.0,Email Opened,India,Human Resource Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Email Opened
7981,588662,Landing Page Submission,Google,0,1,3.0,105,3.0,Had a Phone Conversation,India,Business Administration,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Cities,3,2,0,Had a Phone Conversation
7982,588657,Landing Page Submission,Direct Traffic,0,1,2.0,1455,2.0,Form Submitted on Website,India,Media and Advertising,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,Modified
7983,588646,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Olark Chat Conversation
7984,588641,Landing Page Submission,Direct Traffic,0,1,3.0,984,3.0,Email Link Clicked,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Link Clicked
7985,588636,API,Google,0,0,2.0,195,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
7986,588631,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
7987,588625,Landing Page Submission,Direct Traffic,0,1,5.0,1584,2.5,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,0,Modified
7988,588619,API,Google,1,0,2.0,1497,2.0,Email Bounced,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Bounced
7989,588618,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Low in Relevance,Other Leads,Mumbai,2,3,0,Email Opened
7990,588606,API,Organic Search,0,0,5.0,935,2.5,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,Email Opened
7991,588605,Landing Page Submission,Google,0,0,3.0,1722,1.5,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,3,0,SMS Sent
7992,588601,Landing Page Submission,Direct Traffic,0,0,2.0,467,2.0,Email Opened,Philippines,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,3,0,Email Opened
