,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,modified
8356,586104,Landing Page Submission,Direct Traffic,0,0,9.0,390,1.5,Email Opened,India,International Business,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,0
8357,586075,Landing Page Submission,Organic Search,1,0,3.0,278,3.0,Email Bounced,India,Marketing Management,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Mumbai,2,3,1,1
8358,586071,Landing Page Submission,Direct Traffic,0,0,3.0,342,3.0,Page Visited on Website,India,Business Administration,Unknown,Student,0,0,Not Sure,Other Leads,Mumbai,1,3,1,1
8359,586069,Landing Page Submission,Direct Traffic,0,0,2.0,289,2.0,Email Opened,India,Human Resource Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,1
8360,586052,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8361,586022,Landing Page Submission,Direct Traffic,1,0,2.0,1234,2.0,SMS Sent,United States,Operations Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,0
8362,586016,Landing Page Submission,Direct Traffic,0,1,3.0,541,3.0,Email Opened,Saudi Arabia,Supply Chain Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Other Cities of Maharashtra,2,3,1,0
8363,586002,Landing Page Submission,Direct Traffic,1,0,3.0,1487,3.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
8364,585995,Landing Page Submission,Direct Traffic,0,0,4.0,334,2.0,Email Opened,India,Finance Management,Unknown,Student,0,0,Worst,Student of SomeSchool,Thane & Outskirts,3,2,1,0
8365,585990,Landing Page Submission,Organic Search,1,0,8.0,129,8.0,SMS Sent,India,E-Business,Unknown,Unemployed,0,0,Low in Relevance,Unknown,Other Cities,1,2,0,1
8366,585977,Landing Page Submission,Direct Traffic,0,0,3.0,2087,3.0,SMS Sent,India,Operations Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,0
8367,585963,Landing Page Submission,Direct Traffic,0,0,3.0,154,3.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,1
8368,585950,Landing Page Submission,Direct Traffic,0,0,2.0,186,2.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Worst,Unknown,Other Cities,2,2,1,0
8369,585939,Landing Page Submission,Direct Traffic,1,0,2.0,283,2.0,Email Bounced,United States,Marketing Management,Unknown,Unemployed,0,0,Worst,Other Leads,Mumbai,2,3,1,1
8370,585927,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,1,0,0
8371,585910,Landing Page Submission,Organic Search,0,0,5.0,10,5.0,Email Opened,India,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
8372,585892,Landing Page Submission,Direct Traffic,0,1,2.0,766,2.0,Had a Phone Conversation,India,IT Projects Management,Unknown,Working Professional,0,0,Might be,Unknown,Mumbai,2,2,1,1
8373,585890,Landing Page Submission,Direct Traffic,0,0,9.0,87,1.8,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities of Maharashtra,3,2,1,0
8374,585888,Landing Page Submission,Direct Traffic,0,0,5.0,104,2.5,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
8375,585872,Landing Page Submission,Direct Traffic,0,1,4.0,1449,4.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,0
8376,585871,Landing Page Submission,Direct Traffic,0,0,2.0,391,2.0,SMS Sent,Bahrain,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,1
8377,585870,API,Google,1,0,4.0,65,4.0,Unsubscribed,India,Operations Management,Other,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,0,0
8378,585868,Landing Page Submission,Organic Search,1,0,10.0,408,3.33,Page Visited on Website,India,Supply Chain Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Metro Cities,1,3,1,0
8379,585865,Landing Page Submission,Direct Traffic,0,0,3.0,154,1.5,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,0
8380,585859,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
8381,585851,Landing Page Submission,Direct Traffic,0,0,10.0,793,9.0,Email Opened,Unknown,Business Administration,Unknown,Unemployed,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,0
8382,585830,API,Google,0,0,3.0,1395,1.5,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
8383,585829,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
8384,585824,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,0,0
8385,585822,Landing Page Submission,Organic Search,0,1,7.0,854,3.5,Page Visited on Website,India,Business Administration,Unknown,Unknown,1,0,Unknown,Unknown,Unknown,2,2,0,0
8386,585819,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8387,585811,Landing Page Submission,Organic Search,0,0,8.0,216,4.0,SMS Sent,India,Unknown,Unknown,Unemployed,1,0,Might be,Unknown,Unknown,2,2,0,0
8388,585800,Landing Page Submission,Direct Traffic,0,0,1.0,127,1.0,Converted to Lead,India,International Business,Unknown,Unemployed,0,0,Low in Relevance,Other Leads,Mumbai,2,3,1,1
8389,585799,API,Google,0,1,9.0,38,1.8,Olark Chat Conversation,India,IT Projects Management,Online Search,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,2,0,0
8390,585792,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8391,585790,Landing Page Submission,Direct Traffic,0,1,3.0,82,3.0,SMS Sent,India,Finance Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,1,0
8392,585785,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8393,585775,Landing Page Submission,Google,0,0,4.0,2226,2.0,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,0
8394,585772,Landing Page Submission,Google,0,1,4.0,1284,4.0,Unreachable,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,1
8395,585761,API,Google,0,1,8.0,1198,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
8396,585757,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,2,2,0,0
8397,585751,Landing Page Submission,Google,0,1,5.0,1154,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
8398,585749,Landing Page Submission,Direct Traffic,0,0,11.0,1858,5.5,Email Opened,India,Hospitality Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Other Cities of Maharashtra,1,2,1,1
8399,585742,API,Google,0,1,3.0,14,1.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,2,0,0
8400,585740,Landing Page Submission,Direct Traffic,0,0,8.0,35,2.0,Page Visited on Website,India,Media and Advertising,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
8401,585726,API,Organic Search,0,0,3.0,130,3.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,1,2,0,0
8402,585724,API,Google,0,1,2.0,1412,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
8403,585722,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
8404,585712,Landing Page Submission,Direct Traffic,0,1,2.0,254,2.0,Email Opened,India,Human Resource Management,Unknown,Working Professional,0,0,Unknown,Unknown,Other Metro Cities,2,2,0,0
8405,585710,Landing Page Submission,Direct Traffic,1,0,2.0,152,2.0,Email Bounced,India,Services Excellence,Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,1,1,0,1
8406,585709,Landing Page Submission,Organic Search,0,1,16.0,1297,1.78,Email Opened,India,Operations Management,Word Of Mouth,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,3,2,0,0
8407,585704,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8408,585703,API,Google,0,1,2.0,1157,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
8409,585697,Landing Page Submission,Direct Traffic,0,1,2.0,1556,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Thane & Outskirts,2,3,1,0
8410,585688,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8411,585648,API,Organic Search,0,1,5.0,1445,2.5,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
8412,585646,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,1
8413,585643,Landing Page Submission,Organic Search,0,1,5.0,1531,5.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,1,0
8414,585642,Landing Page Submission,Organic Search,0,0,4.0,180,2.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,1
8415,585616,Landing Page Submission,Google,0,1,4.0,605,2.0,SMS Sent,India,Business Administration,Student of SomeSchool,Working Professional,0,0,Might be,Potential Lead,Other Cities,2,2,0,0
8416,585607,Landing Page Submission,Organic Search,1,0,6.0,311,6.0,Unsubscribed,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,0
8417,585600,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8418,585585,Landing Page Submission,Direct Traffic,1,0,2.0,1414,2.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,0,0
8419,585581,Landing Page Submission,Direct Traffic,0,1,2.0,849,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,2,3,1,0
8420,585574,API,Google,0,1,2.0,1306,1.0,SMS Sent,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8421,585573,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8422,585544,API,Google,0,0,1.0,94,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
8423,585535,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Operations Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,2,0,1
8424,585534,API,Google,0,0,4.0,303,4.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,1,2,0,1
8425,585505,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8426,585501,Landing Page Submission,Organic Search,1,0,6.0,262,3.0,Email Bounced,India,Business Administration,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,1
8427,585497,API,Direct Traffic,0,0,5.0,547,2.5,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
8428,585484,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8429,585477,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
8430,585475,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8431,585457,Landing Page Submission,Organic Search,0,0,6.0,192,6.0,SMS Sent,India,Healthcare Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities,2,1,1,0
8432,585443,Landing Page Submission,Google,0,1,2.0,1705,2.0,Email Link Clicked,India,Operations Management,Online Search,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
8433,585440,Landing Page Submission,Direct Traffic,0,0,3.0,1318,3.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities,2,2,1,0
8434,585438,Lead Add Form,Reference,0,1,0.0,1458,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,1
8435,585427,Landing Page Submission,Google,0,1,6.0,1079,6.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Mumbai,2,3,1,0
8436,585416,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8437,585411,Landing Page Submission,Direct Traffic,0,0,5.0,12,5.0,Email Opened,India,Business Administration,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,1,0
8438,585409,Landing Page Submission,Direct Traffic,0,0,4.0,289,4.0,Email Opened,India,Business Administration,Unknown,Unemployed,0,0,Worst,Other Leads,Mumbai,2,3,1,1
8439,585406,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8440,585405,Landing Page Submission,Direct Traffic,0,0,1.0,247,1.0,Converted to Lead,India,Travel and Tourism,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,2,1,1
8441,585403,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,0
8442,585401,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
8443,585399,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Business Administration,Unknown,Unemployed,0,0,Might be,Potential Lead,Other Metro Cities,2,2,0,0
8444,585394,API,Google,0,0,2.0,86,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8445,585392,Landing Page Submission,Direct Traffic,0,1,2.0,1486,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Thane & Outskirts,2,3,1,0
8446,585388,Landing Page Submission,Organic Search,1,0,17.0,96,5.67,SMS Sent,Saudi Arabia,Retail Management,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,2,2,1,0
8447,585386,Landing Page Submission,Direct Traffic,0,0,3.0,127,1.5,Email Opened,India,IT Projects Management,Unknown,Student,0,0,Worst,Unknown,Mumbai,2,3,1,0
8448,585382,API,Google,0,0,3.0,11,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
8449,585381,Landing Page Submission,Organic Search,0,0,5.0,1050,2.5,Email Opened,India,Business Administration,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Metro Cities,2,2,1,0
8450,585377,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
8451,585373,Landing Page Submission,Google,0,1,8.0,1607,2.67,SMS Sent,India,Human Resource Management,Word Of Mouth,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
8452,585362,Landing Page Submission,Google,0,1,3.0,770,3.0,SMS Sent,India,IT Projects Management,Online Search,Working Professional,0,0,High in Relevance,Unknown,Thane & Outskirts,2,1,0,1
8453,585361,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
8454,585357,Landing Page Submission,Direct Traffic,0,0,5.0,392,5.0,Email Opened,India,E-Business,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,0
8455,585348,Landing Page Submission,Google,0,0,3.0,184,3.0,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,0,0
8456,585344,API,Google,1,0,3.0,108,3.0,Unsubscribed,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,1,2,0,1
8457,585343,API,Google,0,0,3.0,142,1.5,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8458,585340,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8459,585336,Landing Page Submission,Google,0,0,5.0,396,1.67,Email Opened,India,Finance Management,Multiple Sources,Unemployed,0,0,Unknown,Unknown,Mumbai,1,3,0,0
8460,585325,API,Google,0,1,2.0,189,2.0,SMS Sent,India,Operations Management,Unknown,Unemployed,0,0,Unknown,Other Leads,Mumbai,2,2,0,0
8461,585303,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,3,2,0,0
8462,585301,Landing Page Submission,Direct Traffic,0,0,2.0,353,2.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,1,0
8463,585291,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8464,585283,API,Direct Traffic,0,0,5.0,1156,1.25,Olark Chat Conversation,India,Finance Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,1
8465,585282,Landing Page Submission,Direct Traffic,0,1,8.0,936,8.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,High in Relevance,Unknown,Tier II Cities,2,2,1,0
8466,585281,API,Google,0,0,2.0,1580,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,0
8467,585274,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,0
8468,585273,Landing Page Submission,Organic Search,1,0,5.0,107,5.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,0,0
8469,585269,Landing Page Submission,Direct Traffic,1,0,2.0,185,2.0,Email Bounced,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
8470,585266,Landing Page Submission,Direct Traffic,1,0,2.0,131,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unemployed,0,0,Worst,Unknown,Tier II Cities,2,2,1,0
8471,585243,Landing Page Submission,Direct Traffic,0,0,2.0,145,2.0,SMS Sent,United States,Supply Chain Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities,2,2,1,0
8472,585230,Landing Page Submission,Organic Search,0,0,8.0,1032,8.0,SMS Sent,India,Human Resource Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
8473,585174,Landing Page Submission,Organic Search,0,1,9.0,1005,9.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,1
8474,585167,Landing Page Submission,Google,0,0,3.0,1218,3.0,Form Submitted on Website,India,Human Resource Management,Student of SomeSchool,Working Professional,0,0,High in Relevance,Unknown,Tier II Cities,2,2,0,1
8475,585145,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,2,2,0,0
8476,585142,API,Olark Chat,1,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,0
8477,585140,Landing Page Submission,Google,0,0,3.0,278,3.0,Email Opened,India,Operations Management,Other,Unemployed,0,0,Worst,Other Leads,Mumbai,2,3,0,0
8478,585120,Landing Page Submission,Direct Traffic,0,0,6.0,169,6.0,SMS Sent,Indonesia,Travel and Tourism,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,0,0
8479,585071,API,Google,0,1,3.0,746,3.0,Unreachable,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
8480,585062,Landing Page Submission,Direct Traffic,0,0,2.0,1393,2.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Unknown,Unknown,Other Cities,2,2,1,0
8481,585052,API,Google,0,0,3.0,473,3.0,Form Submitted on Website,India,IT Projects Management,Online Search,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,1,0,1
8482,585039,Landing Page Submission,Google,1,0,3.0,103,3.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,0,0
8483,585023,Landing Page Submission,Google,0,1,4.0,1674,4.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,0,0
8484,585016,Landing Page Submission,Direct Traffic,0,0,2.0,323,2.0,SMS Sent,India,Business Administration,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,3,1,0
8485,585010,Landing Page Submission,Google,1,0,4.0,43,2.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,0,0
8486,584995,Landing Page Submission,Direct Traffic,0,0,6.0,23,3.0,Email Opened,India,International Business,Unknown,Unemployed,0,0,High in Relevance,Unknown,Other Cities,1,2,1,0
8487,584990,Landing Page Submission,Direct Traffic,0,0,2.0,345,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,1
8488,584936,Landing Page Submission,Direct Traffic,1,0,2.0,267,2.0,Email Bounced,India,Human Resource Management,Unknown,Unemployed,0,0,Worst,Unknown,Mumbai,2,3,1,1
8489,584935,Landing Page Submission,Direct Traffic,0,0,2.0,109,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
8490,584932,Lead Add Form,Unknown,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
8491,584908,Landing Page Submission,Google,0,0,4.0,679,4.0,Email Opened,India,"Banking, Investment And Insurance",Other,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,0
8492,584906,API,Google,0,1,2.0,1565,2.0,Unreachable,India,Finance Management,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
8493,584897,Landing Page Submission,Google,0,0,4.0,884,4.0,SMS Sent,India,Operations Management,Advertisements,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,3,0,0
8494,584881,Landing Page Submission,Direct Traffic,0,1,3.0,676,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,1
8495,584858,Landing Page Submission,Direct Traffic,0,1,6.0,1835,6.0,Email Opened,India,Supply Chain Management,Unknown,Working Professional,0,0,Might be,Unknown,Mumbai,2,3,1,0
8496,584842,API,Google,0,0,3.0,1478,3.0,Form Submitted on Website,India,Business Administration,Online Search,Unemployed,0,0,Not Sure,Unknown,Other Metro Cities,2,1,0,1
8497,584840,Landing Page Submission,Direct Traffic,0,0,2.0,210,2.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Student,0,0,Low in Relevance,Unknown,Thane & Outskirts,1,2,1,1
8498,584832,Landing Page Submission,Direct Traffic,1,0,3.0,178,3.0,Email Bounced,India,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,1
8499,584822,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
8500,584821,Landing Page Submission,Direct Traffic,1,0,6.0,229,6.0,Page Visited on Website,India,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,3,3,1,1
8501,584805,Landing Page Submission,Direct Traffic,0,0,1.0,84,1.0,Converted to Lead,India,Finance Management,Multiple Sources,Unemployed,0,0,Worst,Unknown,Mumbai,3,3,0,1
8502,584802,Landing Page Submission,Direct Traffic,0,0,3.0,509,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,3,1,1
8503,584788,API,Google,0,0,3.0,847,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,Might be,Unknown,Unknown,2,2,0,0
8504,584779,API,Olark Chat,0,0,2.0,1192,2.0,SMS Sent,India,Business Administration,Multiple Sources,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,0
8505,584774,Landing Page Submission,Google,0,1,7.0,1721,3.5,SMS Sent,India,Business Administration,Online Search,Working Professional,0,0,Might be,Unknown,Mumbai,2,3,0,0
8506,584760,Landing Page Submission,Direct Traffic,0,0,2.0,70,2.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Metro Cities,1,2,1,0
8507,584754,Landing Page Submission,Google,0,0,4.0,18,4.0,Email Opened,India,Marketing Management,Other,Unemployed,0,0,High in Relevance,Unknown,Mumbai,1,3,0,0
8508,584750,Landing Page Submission,Direct Traffic,0,0,2.0,223,2.0,Page Visited on Website,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,3,2,0,1
8509,584730,API,Olark Chat,0,1,1.0,1635,1.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,3,2,0,0
8510,584727,Landing Page Submission,Direct Traffic,0,1,4.0,1840,4.0,SMS Sent,India,IT Projects Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,1,0
